time,rawAngle,baseAngle,tremor,envelope,torque,wfeDisp,centeredTorque
0.206623,139,138,0.0023006099542502655,110,154,123,154
0.207667,139,138,0.002251446449960094,110,154,123,154
0.20871,139,138,0.002202518662980843,110,154,123,154
0.209754,139,138,0.0021548376616842848,110,154,123,154
0.210798,139,138,0.002111414357841592,110,154,122,154
0.211841,139,138,0.0020732595025595045,110,154,122,154
0.212885,139,138,0.002042383682278288,110,154,122,154
0.213928,139,138,0.002018797314875049,110,154,122,154
0.214972,139,138,0.0020055106458275627,110,154,121,154
0.216015,139,138,0.0020015337444999597,110,154,121,154
0.217059,139,138,0.0020088765004787085,110,154,121,154
0.218102,139,138,0.0020255486200305437,110,153,121,153
0.219146,139,138,0.0020525596226321015,110,153,120,153
0.22019,139,138,0.002085918837594752,110,153,120,153
0.221233,139,138,0.00212463540077402,110,153,120,153
0.222277,139,138,0.0021637182513729327,110,153,120,153
0.22332,139,138,0.0022011761288467232,110,153,120,153
0.224364,139,138,0.002230017569888706,110,153,119,153
0.225407,139,138,0.0022452509055237374,110,153,119,153
0.226451,139,138,0.0022418842582918276,110,153,119,153
0.227494,139,138,0.002216925539518454,110,153,119,153
0.228538,139,138,0.002163382446688068,110,153,119,153
0.229581,139,138,0.0020822624609213,110,153,118,153
0.230625,139,138,0.0019695728445310937,110,153,118,153
0.231669,139,138,0.0018283206386833601,110,153,118,153
0.232712,139,138,0.0016605126611645442,110,153,118,153
0.233756,139,138,0.0014711555042285893,110,153,118,153
0.234799,139,137,0.0012662555325590654,110,153,118,153
0.235843,139,137,0.001053818881318982,110,153,118,153
0.236886,139,137,0.0008408514543031516,110,153,118,153
0.23793,139,137,0.0006343589221781013,110,153,118,153
0.238973,139,137,0.0004413467208294565,110,153,118,153
0.240017,139,137,0.00026482004980913834,110,153,117,153
0.241061,138,137,0.00010978387086962393,110,153,117,153
0.242104,138,137,-2.375709338767706e-05,110,153,117,153
0.243148,138,137,-0.00013279836078712806,110,153,117,153
0.244191,138,137,-0.00021833569072716004,110,153,117,153
0.245235,138,137,-0.0002823650852534143,110,153,117,153
0.246278,138,137,-0.0003258827900330175,110,153,117,153
